#mGo	mLSP	Total	TotGenW	CountsSMS	GenWeightSMS
2250	1000	31135695	31135695.000	18222	18222.000
1950	1150	31135695	31135695.000	22075	22075.000
1750	900	31135695	31135695.000	24191	24191.000
2300	500	31135695	31135695.000	20944	20944.000
2050	600	31135695	31135695.000	22769	22769.000
1400	900	31135695	31135695.000	18972	18972.000
1400	850	31135695	31135695.000	21585	21585.000
1350	100	31135695	31135695.000	30370	30370.000
1750	100	31135695	31135695.000	23797	23797.000
1200	350	31135695	31135695.000	69625	69625.000
1300	0	31135695	31135695.000	37495	37495.000
1950	300	31135695	31135695.000	17793	17793.000
1950	1200	31135695	31135695.000	19955	19955.000
1800	700	31135695	31135695.000	21822	21822.000
1650	200	31135695	31135695.000	19664	19664.000
900	0	31135695	31135695.000	146551	146551.000
900	100	31135695	31135695.000	157203	157203.000
1650	1100	31135695	31135695.000	20289	20289.000
1250	1000	31135695	31135695.000	49077	49077.000
2000	1000	31135695	31135695.000	15497	15497.000
2200	1400	31135695	31135695.000	18660	18660.000
1850	1200	31135695	31135695.000	18991	18991.000
1700	500	31135695	31135695.000	20942	20942.000
1100	700	31135695	31135695.000	129116	129116.000
2300	200	31135695	31135695.000	21372	21372.000
650	350	31135695	31135695.000	231744	231744.000
1100	750	31135695	31135695.000	123570	123570.000
2200	200	31135695	31135695.000	20949	20949.000
2250	600	31135695	31135695.000	21158	21158.000
1850	0	31135695	31135695.000	17448	17448.000
2000	100	31135695	31135695.000	20983	20983.000
1650	1050	31135695	31135695.000	22667	22667.000
1900	950	31135695	31135695.000	25568	25568.000
1000	350	31135695	31135695.000	145852	145852.000
2200	500	31135695	31135695.000	17445	17445.000
2050	300	31135695	31135695.000	18857	18857.000
1800	1575	31135695	31135695.000	17522	17522.000
1400	300	31135695	31135695.000	23180	23180.000
