#mGo	mLSP\ISRweight\ISRweight_up\ISRweight_down
1200	0	1.160543	1.074322	1.261811
1050	650	1.132126	1.061978	1.212196
2250	0	1.174468	1.080253	1.286686
1200	600	1.134919	1.063206	1.217006
2150	1150	1.130243	1.061148	1.208962
2150	1400	1.118723	1.056042	1.189314
2300	600	1.151310	1.070346	1.245524
1700	1050	1.126921	1.059682	1.203271
1750	700	1.137765	1.064455	1.221921
1650	300	1.157626	1.073070	1.256649
1900	800	1.139484	1.065205	1.224898
1700	100	1.166031	1.076671	1.271566
1550	550	1.145181	1.067691	1.234800
800	550	1.146835	1.068408	1.237687
800	400	1.134674	1.063099	1.216584
1800	850	1.134990	1.063237	1.217128
800	100	1.145552	1.067850	1.235448
1850	400	1.154777	1.071844	1.251620
1600	1000	1.126633	1.059556	1.202778
1600	700	1.140467	1.065636	1.226601
1950	1100	1.127620	1.059991	1.204466
1400	1000	1.125545	1.059073	1.200919
1550	1200	1.119731	1.056490	1.191024
1800	1550	1.122185	1.057583	1.195193
1400	400	1.146857	1.068417	1.237726
1950	1250	1.121638	1.057339	1.194262
1950	200	1.165725	1.076539	1.271022
2300	1000	1.137290	1.064245	1.221100
2300	900	1.140395	1.065604	1.226478
2050	1100	1.128555	1.060405	1.206068
2250	1600	1.109954	1.052118	1.174519
2050	1550	1.110419	1.052326	1.175300
2250	1350	1.122764	1.057839	1.196179
1700	800	1.136055	1.063705	1.218966
1750	1400	1.113446	1.053684	1.180395
2000	1600	1.108595	1.051507	1.172238
1700	1000	1.127271	1.059837	1.203871
1250	800	1.129914	1.061004	1.208396
2200	1250	1.126977	1.059706	1.203368
1200	500	1.138585	1.064813	1.223341
1900	700	1.143420	1.066923	1.231734
1700	1150	1.122172	1.057577	1.195170
1550	950	1.126608	1.059543	1.202736
1300	500	1.141379	1.066033	1.228185
1450	100	1.160994	1.074516	1.262611
1750	500	1.148396	1.069086	1.240417
1450	400	1.145372	1.067773	1.235133
1850	1250	1.119001	1.056166	1.189785
2250	800	1.144073	1.067207	1.232872
700	200	1.137563	1.064365	1.221573
2000	1200	1.126554	1.059519	1.202643
1000	300	1.142738	1.066626	1.230548
2100	1250	1.124625	1.058664	1.199351
1650	750	1.138228	1.064656	1.222723
1550	1100	1.121203	1.057146	1.193523
1600	1200	1.120270	1.056732	1.191939
2200	1100	1.131688	1.061785	1.211444
1750	1500	1.125226	1.058932	1.200376
2050	1050	1.130948	1.061460	1.210172
2150	1350	1.121238	1.057161	1.193585
1050	600	1.133446	1.062559	1.214467
1750	1250	1.116826	1.055196	1.186101
1200	650	1.134130	1.062860	1.215645
850	450	1.134729	1.063122	1.216679
850	600	1.146750	1.068372	1.237538
1250	350	1.146269	1.068163	1.236699
650	300	1.131621	1.061756	1.211329
1700	300	1.156857	1.072740	1.255288
1650	700	1.138476	1.064765	1.223151
1150	600	1.134352	1.062957	1.216028
700	300	1.134084	1.062839	1.215567
1500	550	1.142719	1.066619	1.230514
1100	0	1.157681	1.073094	1.256744
1700	1350	1.116250	1.054939	1.185128
1550	850	1.132910	1.062324	1.213545
1400	1050	1.122786	1.057850	1.196217
1950	950	1.132926	1.062330	1.213571
1400	750	1.133589	1.062622	1.214712
2100	700	1.144899	1.067566	1.234312
1100	350	1.142737	1.066626	1.230545
2150	1100	1.130878	1.061428	1.210052
1850	1350	1.116119	1.054880	1.184907
1800	900	1.135366	1.063403	1.217777
700	350	1.132794	1.062272	1.213345
1150	750	1.130184	1.061123	1.208860
2300	400	1.161145	1.074580	1.262879
1800	0	1.167848	1.077443	1.274814
1250	500	1.140196	1.065518	1.226132
800	300	1.137058	1.064144	1.220699
2100	1100	1.129619	1.060875	1.207891
1700	1250	1.119821	1.056532	1.191176
1000	500	1.135809	1.063597	1.218541
1050	750	1.138750	1.064885	1.223627
1800	1250	1.120415	1.056796	1.192185
1900	1400	1.114840	1.054308	1.182746
2150	800	1.144564	1.067421	1.233725
2150	400	1.156850	1.072737	1.255276
1150	700	1.131287	1.061609	1.210754
1800	950	1.131416	1.061665	1.210976
2300	1200	1.131935	1.061894	1.211868
2150	600	1.152054	1.070668	1.246831
2050	400	1.157254	1.072910	1.255990
2000	1450	1.115180	1.054460	1.183320
2200	0	1.168832	1.077862	1.276574
2050	1000	1.134114	1.062853	1.215619
1750	1050	1.126426	1.059463	1.202426
2050	1300	1.121492	1.057275	1.194015
1350	350	1.147463	1.068680	1.238786
1300	650	1.136517	1.063907	1.219765
2200	300	1.162958	1.075357	1.266098
1100	400	1.140881	1.065816	1.227322
1650	1000	1.128344	1.060311	1.205706
1800	1050	1.128440	1.060353	1.205871
1800	400	1.152270	1.070762	1.247209
750	300	1.137160	1.064188	1.220875
900	300	1.141023	1.065878	1.227566
1350	300	1.151361	1.070369	1.245612
2200	800	1.143327	1.066882	1.231572
1650	950	1.129664	1.060895	1.207965
2150	700	1.146563	1.068290	1.237214
1000	650	1.131560	1.061729	1.211223
1800	500	1.147104	1.068525	1.238159
2300	700	1.149704	1.069652	1.242707
2000	400	1.154893	1.071894	1.251825
1400	1175	1.141257	1.065982	1.227972
700	0	1.144183	1.067255	1.233063
1400	950	1.124219	1.058487	1.198656
2050	500	1.152752	1.070970	1.248057
1750	0	1.168645	1.077783	1.276239
1350	1000	1.125386	1.059002	1.200648
1550	700	1.137888	1.064508	1.222133
1200	400	1.142585	1.066560	1.230281
